Time,Ws_name,Message
2024-03-15 11:10:55,Tradestation WS,"Heartbeat:163, Timestamp:2024-03-15T10:10:56Z"
2024-03-15 11:10:56,Volumetrica WS,Pong: {}
2024-03-15 11:11:00,Tradestation WS,"Heartbeat:164, Timestamp:2024-03-15T10:11:01Z"
2024-03-15 11:11:01,Volumetrica WS,Pong: {}
2024-03-15 11:11:05,Tradestation WS,"Heartbeat:165, Timestamp:2024-03-15T10:11:06Z"
2024-03-15 11:11:06,Volumetrica WS,Pong: {}
2024-03-15 11:11:10,Tradestation WS,"Heartbeat:166, Timestamp:2024-03-15T10:11:11Z"
2024-03-15 11:11:11,Volumetrica WS,Pong: {}
2024-03-15 11:11:15,Tradestation WS,"Heartbeat:167, Timestamp:2024-03-15T10:11:16Z"
2024-03-15 11:11:16,Volumetrica WS,Pong: {}
2024-03-15 11:11:20,Tradestation WS,"Heartbeat:168, Timestamp:2024-03-15T10:11:21Z"
2024-03-15 11:11:21,Volumetrica WS,Pong: {}
2024-03-15 11:11:25,Tradestation WS,"Heartbeat:169, Timestamp:2024-03-15T10:11:26Z"
2024-03-15 11:11:26,Volumetrica WS,Pong: {}
2024-03-15 11:11:30,Tradestation WS,"Heartbeat:170, Timestamp:2024-03-15T10:11:31Z"
2024-03-15 11:11:31,Volumetrica WS,Pong: {}
2024-03-15 11:11:35,Tradestation WS,"Heartbeat:171, Timestamp:2024-03-15T10:11:36Z"
2024-03-15 11:11:36,Volumetrica WS,Pong: {}
2024-03-15 11:11:40,Tradestation WS,"Heartbeat:172, Timestamp:2024-03-15T10:11:41Z"
2024-03-15 11:11:41,Volumetrica WS,Pong: {}
2024-03-15 11:11:45,Tradestation WS,"Heartbeat:173, Timestamp:2024-03-15T10:11:46Z"
2024-03-15 11:11:46,Volumetrica WS,Pong: {}
2024-03-15 11:11:50,Tradestation WS,"Heartbeat:174, Timestamp:2024-03-15T10:11:51Z"
2024-03-15 11:11:51,Volumetrica WS,Pong: {}
2024-03-15 11:11:55,Tradestation WS,"Heartbeat:175, Timestamp:2024-03-15T10:11:56Z"
2024-03-15 11:11:56,Volumetrica WS,Pong: {}
2024-03-15 11:12:00,Tradestation WS,"Heartbeat:176, Timestamp:2024-03-15T10:12:01Z"
2024-03-15 11:12:01,Volumetrica WS,Pong: {}
2024-03-15 11:12:05,Tradestation WS,"Heartbeat:177, Timestamp:2024-03-15T10:12:06Z"
2024-03-15 11:12:06,Volumetrica WS,Pong: {}
2024-03-15 11:12:10,Tradestation WS,"Heartbeat:178, Timestamp:2024-03-15T10:12:11Z"
2024-03-15 11:12:11,Volumetrica WS,Pong: {}
2024-03-15 11:12:15,Tradestation WS,"Heartbeat:179, Timestamp:2024-03-15T10:12:16Z"
2024-03-15 11:12:16,Volumetrica WS,Pong: {}
2024-03-15 11:12:20,Tradestation WS,"Heartbeat:180, Timestamp:2024-03-15T10:12:21Z"
2024-03-15 11:12:21,Volumetrica WS,Pong: {}
2024-03-15 11:12:25,Tradestation WS,"Heartbeat:181, Timestamp:2024-03-15T10:12:26Z"
2024-03-15 11:12:26,Volumetrica WS,Pong: {}
2024-03-15 11:12:30,Tradestation WS,"Heartbeat:182, Timestamp:2024-03-15T10:12:31Z"
2024-03-15 11:12:31,Volumetrica WS,Pong: {}
2024-03-15 11:12:35,Tradestation WS,"Heartbeat:183, Timestamp:2024-03-15T10:12:36Z"
2024-03-15 11:12:36,Volumetrica WS,Pong: {}
2024-03-15 11:12:40,Tradestation WS,"Heartbeat:184, Timestamp:2024-03-15T10:12:41Z"
2024-03-15 11:12:41,Volumetrica WS,Pong: {}
2024-03-15 11:12:45,Tradestation WS,"Heartbeat:185, Timestamp:2024-03-15T10:12:46Z"
2024-03-15 11:12:46,Volumetrica WS,Pong: {}
2024-03-15 11:12:50,Tradestation WS,"Heartbeat:186, Timestamp:2024-03-15T10:12:51Z"
2024-03-15 11:12:51,Volumetrica WS,Pong: {}
2024-03-15 11:12:55,Tradestation WS,"Heartbeat:187, Timestamp:2024-03-15T10:12:56Z"
2024-03-15 11:12:56,Volumetrica WS,Pong: {}
2024-03-15 11:13:00,Tradestation WS,"Heartbeat:188, Timestamp:2024-03-15T10:13:01Z"
2024-03-15 11:13:01,Volumetrica WS,Pong: {}
2024-03-15 11:13:05,Tradestation WS,"Heartbeat:189, Timestamp:2024-03-15T10:13:06Z"
2024-03-15 11:13:06,Volumetrica WS,Pong: {}
2024-03-15 11:13:10,Tradestation WS,"Heartbeat:190, Timestamp:2024-03-15T10:13:11Z"
2024-03-15 11:13:11,Volumetrica WS,Pong: {}
2024-03-15 11:13:15,Tradestation WS,"Heartbeat:191, Timestamp:2024-03-15T10:13:16Z"
2024-03-15 11:13:16,Volumetrica WS,Pong: {}
2024-03-15 11:13:20,Tradestation WS,"Heartbeat:192, Timestamp:2024-03-15T10:13:21Z"
2024-03-15 11:13:21,Volumetrica WS,Pong: {}
2024-03-15 11:13:25,Tradestation WS,"Heartbeat:193, Timestamp:2024-03-15T10:13:26Z"
2024-03-15 11:13:26,Volumetrica WS,Pong: {}
2024-03-15 11:13:30,Tradestation WS,"Heartbeat:194, Timestamp:2024-03-15T10:13:31Z"
2024-03-15 11:13:31,Volumetrica WS,Pong: {}
2024-03-15 11:13:35,Tradestation WS,"Heartbeat:195, Timestamp:2024-03-15T10:13:36Z"
2024-03-15 11:13:36,Volumetrica WS,Pong: {}
2024-03-15 11:13:40,Tradestation WS,"Heartbeat:196, Timestamp:2024-03-15T10:13:41Z"
2024-03-15 11:13:41,Volumetrica WS,Pong: {}
2024-03-15 11:13:45,Tradestation WS,"Heartbeat:197, Timestamp:2024-03-15T10:13:46Z"
2024-03-15 11:13:46,Volumetrica WS,Pong: {}
2024-03-15 11:13:50,Tradestation WS,"Heartbeat:198, Timestamp:2024-03-15T10:13:51Z"
2024-03-15 11:13:51,Volumetrica WS,Pong: {}
2024-03-15 11:13:55,Tradestation WS,"Heartbeat:199, Timestamp:2024-03-15T10:13:56Z"
2024-03-15 11:13:56,Volumetrica WS,Pong: {}
2024-03-15 11:14:00,Tradestation WS,"Heartbeat:200, Timestamp:2024-03-15T10:14:01Z"
2024-03-15 11:14:01,Volumetrica WS,Pong: {}
2024-03-15 11:14:05,Tradestation WS,"Heartbeat:201, Timestamp:2024-03-15T10:14:06Z"
2024-03-15 11:14:06,Volumetrica WS,Pong: {}
2024-03-15 11:14:10,Tradestation WS,"Heartbeat:202, Timestamp:2024-03-15T10:14:11Z"
2024-03-15 11:14:11,Volumetrica WS,Pong: {}
2024-03-15 11:14:15,Tradestation WS,"Heartbeat:203, Timestamp:2024-03-15T10:14:16Z"
2024-03-15 11:14:17,Volumetrica WS,Pong: {}
2024-03-15 11:14:20,Tradestation WS,"Heartbeat:204, Timestamp:2024-03-15T10:14:21Z"
2024-03-15 11:14:22,Volumetrica WS,Pong: {}
2024-03-15 11:14:25,Tradestation WS,"Heartbeat:205, Timestamp:2024-03-15T10:14:26Z"
2024-03-15 11:14:27,Volumetrica WS,Pong: {}
2024-03-15 11:14:30,Tradestation WS,"Heartbeat:206, Timestamp:2024-03-15T10:14:31Z"
2024-03-15 11:14:32,Volumetrica WS,Pong: {}
2024-03-15 11:14:35,Tradestation WS,"Heartbeat:207, Timestamp:2024-03-15T10:14:36Z"
2024-03-15 11:14:37,Volumetrica WS,Pong: {}
2024-03-15 11:14:40,Tradestation WS,"Heartbeat:208, Timestamp:2024-03-15T10:14:41Z"
2024-03-15 11:14:42,Volumetrica WS,Pong: {}
2024-03-15 11:14:45,Tradestation WS,"Heartbeat:209, Timestamp:2024-03-15T10:14:46Z"
2024-03-15 11:14:47,Volumetrica WS,Pong: {}
2024-03-15 11:14:50,Tradestation WS,"Heartbeat:210, Timestamp:2024-03-15T10:14:51Z"
2024-03-15 11:14:52,Volumetrica WS,Pong: {}
2024-03-15 11:14:55,Tradestation WS,"Heartbeat:211, Timestamp:2024-03-15T10:14:56Z"
2024-03-15 11:14:57,Volumetrica WS,Pong: {}
2024-03-15 11:15:00,Tradestation WS,"Heartbeat:212, Timestamp:2024-03-15T10:15:01Z"
2024-03-15 11:18:20,Tradestation WS,StreamStatus:EndSnapshot
2024-03-15 11:18:25,Tradestation WS,"Heartbeat:1, Timestamp:2024-03-15T10:18:25Z"
2024-03-15 11:18:37,Volumetrica WS,Connection Opened
2024-03-15 11:18:37,Volumetrica WS,Pong: {}
2024-03-15 11:18:38,Tradestation WS,StreamStatus:EndSnapshot
2024-03-15 11:18:42,Volumetrica WS,Pong: {}
2024-03-15 11:18:43,Tradestation WS,"Heartbeat:1, Timestamp:2024-03-15T10:18:43Z"
2024-03-15 11:18:47,Volumetrica WS,Pong: {}
2024-03-15 11:18:48,Tradestation WS,"Heartbeat:2, Timestamp:2024-03-15T10:18:48Z"
2024-03-15 11:18:52,Volumetrica WS,Pong: {}
2024-03-15 11:18:53,Tradestation WS,"Heartbeat:3, Timestamp:2024-03-15T10:18:53Z"
2024-03-15 11:18:57,Volumetrica WS,Pong: {}
2024-03-15 11:18:58,Tradestation WS,"Heartbeat:4, Timestamp:2024-03-15T10:18:58Z"
2024-03-15 11:19:02,Volumetrica WS,Pong: {}
2024-03-15 11:19:03,Tradestation WS,"Heartbeat:5, Timestamp:2024-03-15T10:19:03Z"
2024-03-15 11:19:07,Volumetrica WS,Pong: {}
2024-03-15 11:19:08,Tradestation WS,"Heartbeat:6, Timestamp:2024-03-15T10:19:08Z"
2024-03-15 11:23:12,Tradestation WS,StreamStatus:EndSnapshot
2024-03-15 11:23:17,Tradestation WS,"Heartbeat:1, Timestamp:2024-03-15T10:23:17Z"
2024-03-15 11:23:22,Tradestation WS,"Heartbeat:2, Timestamp:2024-03-15T10:23:22Z"
2024-03-15 11:23:31,Tradestation WS,StreamStatus:EndSnapshot
2024-03-15 11:23:36,Tradestation WS,"Heartbeat:1, Timestamp:2024-03-15T10:23:36Z"
2024-03-15 11:23:41,Tradestation WS,"Heartbeat:2, Timestamp:2024-03-15T10:23:41Z"
2024-03-15 11:23:46,Tradestation WS,"Heartbeat:3, Timestamp:2024-03-15T10:23:46Z"
2024-03-15 11:23:51,Tradestation WS,"Heartbeat:4, Timestamp:2024-03-15T10:23:51Z"
2024-03-15 11:23:56,Tradestation WS,"Heartbeat:5, Timestamp:2024-03-15T10:23:56Z"
2024-03-15 11:24:01,Tradestation WS,"Heartbeat:6, Timestamp:2024-03-15T10:24:01Z"
2024-03-15 11:24:20,Volumetrica WS,Connection Opened
2024-03-15 11:24:20,Volumetrica WS,"LoginMsg: {""success"": true}"
2024-03-15 11:24:20,Volumetrica WS,Pong: {}
2024-03-15 11:24:20,Tradestation WS,StreamStatus:EndSnapshot
2024-03-15 11:24:25,Volumetrica WS,Pong: {}
2024-03-15 11:24:25,Tradestation WS,"Heartbeat:1, Timestamp:2024-03-15T10:24:26Z"
2024-03-15 11:24:30,Volumetrica WS,Pong: {}
2024-03-15 11:24:31,Tradestation WS,"Heartbeat:2, Timestamp:2024-03-15T10:24:31Z"
2024-03-15 11:24:35,Volumetrica WS,Pong: {}
2024-03-15 11:24:35,Tradestation WS,"Heartbeat:3, Timestamp:2024-03-15T10:24:36Z"
2024-03-15 11:24:40,Volumetrica WS,Pong: {}
2024-03-15 11:24:40,Tradestation WS,"Heartbeat:4, Timestamp:2024-03-15T10:24:41Z"
2024-03-15 11:24:45,Volumetrica WS,Pong: {}
2024-03-15 11:24:45,Tradestation WS,"Heartbeat:5, Timestamp:2024-03-15T10:24:46Z"
2024-03-15 11:25:15,Volumetrica WS,Connection Opened
2024-03-15 11:25:15,Volumetrica WS,"LoginMsg: {""success"": true}"
2024-03-15 11:25:15,Volumetrica WS,Pong: {}
2024-03-15 11:25:20,Volumetrica WS,Pong: {}
2024-03-15 11:25:25,Volumetrica WS,Pong: {}
2024-03-15 11:25:30,Volumetrica WS,Pong: {}
2024-03-15 11:25:35,Volumetrica WS,Pong: {}
2024-03-15 11:25:40,Volumetrica WS,Pong: {}
2024-03-15 11:25:45,Volumetrica WS,Pong: {}
2024-03-15 11:25:50,Volumetrica WS,Pong: {}
2024-03-15 11:25:59,Volumetrica WS,Connection Opened
2024-03-15 11:25:59,Volumetrica WS,"LoginMsg: {""success"": true}"
2024-03-15 11:25:59,Volumetrica WS,Pong: {}
2024-03-15 11:26:04,Volumetrica WS,Pong: {}
2024-03-15 11:26:09,Volumetrica WS,Pong: {}
2024-03-15 11:26:14,Volumetrica WS,Pong: {}
2024-03-15 11:26:19,Volumetrica WS,Pong: {}
2024-03-15 11:26:24,Volumetrica WS,Pong: {}
2024-03-15 11:26:50,Volumetrica WS,Connection Opened
2024-03-15 11:26:51,Volumetrica WS,"LoginMsg: {""success"": true}"
2024-03-15 11:26:51,Volumetrica WS,Pong: {}
2024-03-15 11:26:56,Volumetrica WS,Pong: {}
2024-03-15 11:27:01,Volumetrica WS,Pong: {}
2024-03-15 11:27:06,Volumetrica WS,Pong: {}
2024-03-15 11:27:11,Volumetrica WS,Pong: {}
2024-03-15 11:27:16,Volumetrica WS,Pong: {}
2024-03-15 11:27:21,Volumetrica WS,Connection Opened
2024-03-15 11:27:21,Volumetrica WS,"LoginMsg: {""success"": true}"
2024-03-15 11:27:21,Volumetrica WS,Pong: {}
2024-03-15 11:27:26,Volumetrica WS,Pong: {}
2024-03-15 11:27:31,Volumetrica WS,Pong: {}
2024-03-15 11:27:36,Volumetrica WS,Pong: {}
2024-03-15 11:27:41,Volumetrica WS,Pong: {}
2024-03-15 11:27:46,Volumetrica WS,Pong: {}
2024-03-15 11:27:51,Volumetrica WS,Pong: {}
2024-03-15 11:27:56,Volumetrica WS,Pong: {}
2024-03-15 11:28:01,Volumetrica WS,Pong: {}
2024-03-15 11:28:06,Volumetrica WS,Pong: {}
2024-03-15 11:28:11,Volumetrica WS,Pong: {}
2024-03-15 11:28:16,Volumetrica WS,Pong: {}
2024-03-15 11:28:21,Volumetrica WS,Pong: {}
2024-03-15 11:28:29,Volumetrica WS,Connection Opened
2024-03-15 11:28:29,Volumetrica WS,"LoginMsg: {""success"": true}"
2024-03-15 11:28:29,Volumetrica WS,Pong: {}
2024-03-15 11:28:34,Volumetrica WS,Pong: {}
2024-03-15 11:28:39,Volumetrica WS,Pong: {}
2024-03-15 11:28:44,Volumetrica WS,Pong: {}
2024-03-15 11:28:49,Volumetrica WS,Pong: {}
2024-03-15 11:28:56,Volumetrica WS,Connection Opened
2024-03-15 11:28:56,Volumetrica WS,"LoginMsg: {""success"": true}"
2024-03-15 11:28:56,Volumetrica WS,Pong: {}
2024-03-15 11:29:01,Volumetrica WS,Pong: {}
2024-03-15 11:29:06,Volumetrica WS,Pong: {}
2024-03-15 11:29:11,Volumetrica WS,Pong: {}
2024-03-15 11:29:16,Volumetrica WS,Pong: {}
2024-03-15 11:29:21,Volumetrica WS,Pong: {}
2024-03-15 11:29:26,Volumetrica WS,Pong: {}
2024-03-15 11:29:31,Volumetrica WS,Pong: {}
2024-03-15 11:29:36,Volumetrica WS,Pong: {}
2024-03-15 11:29:41,Volumetrica WS,Pong: {}
2024-03-15 11:29:46,Volumetrica WS,Pong: {}
2024-03-15 11:29:51,Volumetrica WS,Pong: {}
2024-03-15 11:29:56,Volumetrica WS,Pong: {}
2024-03-15 11:30:01,Volumetrica WS,Pong: {}
2024-03-15 11:30:06,Volumetrica WS,Pong: {}
2024-03-15 11:30:11,Volumetrica WS,Pong: {}
2024-03-15 11:30:16,Volumetrica WS,Pong: {}
2024-03-15 11:30:21,Volumetrica WS,Pong: {}
2024-03-15 11:30:26,Volumetrica WS,Pong: {}
2024-03-15 11:30:31,Volumetrica WS,Pong: {}
2024-03-15 11:30:36,Volumetrica WS,Pong: {}
2024-03-15 11:30:41,Volumetrica WS,Pong: {}
2024-03-15 11:30:46,Volumetrica WS,Pong: {}
2024-03-15 11:30:51,Volumetrica WS,Pong: {}
2024-03-15 11:30:56,Volumetrica WS,Pong: {}
2024-03-15 11:31:01,Volumetrica WS,Pong: {}
2024-03-15 11:31:06,Volumetrica WS,Pong: {}
2024-03-15 11:31:11,Volumetrica WS,Pong: {}
2024-03-15 11:31:16,Volumetrica WS,Pong: {}
2024-03-15 11:31:22,Volumetrica WS,Pong: {}
2024-03-15 11:31:27,Volumetrica WS,Pong: {}
2024-03-15 11:31:32,Volumetrica WS,Pong: {}
2024-03-15 11:31:37,Volumetrica WS,Pong: {}
2024-03-15 11:31:42,Volumetrica WS,Pong: {}
2024-03-15 11:31:47,Volumetrica WS,Pong: {}
2024-03-15 11:31:52,Volumetrica WS,Pong: {}
2024-03-15 11:32:00,Tradestation WS,StreamStatus:EndSnapshot
2024-03-15 11:32:05,Tradestation WS,"Heartbeat:1, Timestamp:2024-03-15T10:32:05Z"
2024-03-15 11:32:10,Tradestation WS,"Heartbeat:2, Timestamp:2024-03-15T10:32:10Z"
2024-03-15 11:32:15,Tradestation WS,"Heartbeat:3, Timestamp:2024-03-15T10:32:15Z"
2024-03-15 11:32:20,Tradestation WS,"Heartbeat:4, Timestamp:2024-03-15T10:32:20Z"
2024-03-15 11:32:25,Tradestation WS,"Heartbeat:5, Timestamp:2024-03-15T10:32:25Z"
2024-03-15 11:32:30,Tradestation WS,"Heartbeat:6, Timestamp:2024-03-15T10:32:30Z"
2024-03-15 11:32:35,Tradestation WS,"Heartbeat:7, Timestamp:2024-03-15T10:32:35Z"
2024-03-15 11:32:40,Tradestation WS,"Heartbeat:8, Timestamp:2024-03-15T10:32:40Z"
2024-03-15 11:32:45,Tradestation WS,"Heartbeat:9, Timestamp:2024-03-15T10:32:45Z"
2024-03-15 11:32:50,Tradestation WS,"Heartbeat:10, Timestamp:2024-03-15T10:32:50Z"
2024-03-15 11:32:55,Tradestation WS,"Heartbeat:11, Timestamp:2024-03-15T10:32:55Z"
2024-03-15 11:33:00,Tradestation WS,"Heartbeat:12, Timestamp:2024-03-15T10:33:00Z"
2024-03-15 11:33:05,Tradestation WS,"Heartbeat:13, Timestamp:2024-03-15T10:33:05Z"
2024-03-15 11:33:10,Tradestation WS,"Heartbeat:14, Timestamp:2024-03-15T10:33:10Z"
2024-03-15 11:33:15,Tradestation WS,"Heartbeat:15, Timestamp:2024-03-15T10:33:15Z"
2024-03-15 11:33:20,Tradestation WS,"Heartbeat:16, Timestamp:2024-03-15T10:33:20Z"
2024-03-15 11:33:25,Tradestation WS,"Heartbeat:17, Timestamp:2024-03-15T10:33:25Z"
2024-03-15 11:33:30,Tradestation WS,"Heartbeat:18, Timestamp:2024-03-15T10:33:30Z"
2024-03-15 11:33:35,Tradestation WS,"Heartbeat:19, Timestamp:2024-03-15T10:33:35Z"
2024-03-15 11:33:40,Tradestation WS,"Heartbeat:20, Timestamp:2024-03-15T10:33:40Z"
2024-03-15 11:33:45,Tradestation WS,"Heartbeat:21, Timestamp:2024-03-15T10:33:45Z"
2024-03-15 11:33:50,Tradestation WS,"Heartbeat:22, Timestamp:2024-03-15T10:33:50Z"
2024-03-15 11:33:55,Tradestation WS,"Heartbeat:23, Timestamp:2024-03-15T10:33:55Z"
2024-03-15 11:34:00,Tradestation WS,"Heartbeat:24, Timestamp:2024-03-15T10:34:00Z"
2024-03-15 11:34:05,Tradestation WS,"Heartbeat:25, Timestamp:2024-03-15T10:34:05Z"
2024-03-15 11:34:10,Tradestation WS,"Heartbeat:26, Timestamp:2024-03-15T10:34:10Z"
2024-03-15 11:34:15,Tradestation WS,"Heartbeat:27, Timestamp:2024-03-15T10:34:15Z"
2024-03-15 11:34:20,Tradestation WS,"Heartbeat:28, Timestamp:2024-03-15T10:34:20Z"
2024-03-15 11:34:25,Tradestation WS,"Heartbeat:29, Timestamp:2024-03-15T10:34:25Z"
2024-03-15 11:34:30,Tradestation WS,"Heartbeat:30, Timestamp:2024-03-15T10:34:30Z"
2024-03-15 11:34:35,Tradestation WS,"Heartbeat:31, Timestamp:2024-03-15T10:34:35Z"
2024-03-15 11:34:40,Tradestation WS,"Heartbeat:32, Timestamp:2024-03-15T10:34:40Z"
2024-03-15 11:34:45,Tradestation WS,"Heartbeat:33, Timestamp:2024-03-15T10:34:45Z"
2024-03-15 11:34:50,Tradestation WS,"Heartbeat:34, Timestamp:2024-03-15T10:34:50Z"
2024-03-15 11:34:55,Tradestation WS,"Heartbeat:35, Timestamp:2024-03-15T10:34:55Z"
2024-03-15 11:35:00,Tradestation WS,"Heartbeat:36, Timestamp:2024-03-15T10:35:00Z"
2024-03-15 11:35:05,Tradestation WS,"Heartbeat:37, Timestamp:2024-03-15T10:35:05Z"
2024-03-15 11:35:10,Tradestation WS,"Heartbeat:38, Timestamp:2024-03-15T10:35:10Z"
2024-03-15 11:35:15,Tradestation WS,"Heartbeat:39, Timestamp:2024-03-15T10:35:15Z"
2024-03-15 11:35:20,Tradestation WS,"Heartbeat:40, Timestamp:2024-03-15T10:35:20Z"
2024-03-15 11:35:25,Tradestation WS,"Heartbeat:41, Timestamp:2024-03-15T10:35:25Z"
2024-03-15 11:35:30,Tradestation WS,"Heartbeat:42, Timestamp:2024-03-15T10:35:30Z"
2024-03-15 11:35:35,Tradestation WS,"Heartbeat:43, Timestamp:2024-03-15T10:35:35Z"
2024-03-15 11:35:40,Tradestation WS,"Heartbeat:44, Timestamp:2024-03-15T10:35:40Z"
2024-03-15 11:35:45,Tradestation WS,"Heartbeat:45, Timestamp:2024-03-15T10:35:45Z"
2024-03-15 11:35:50,Tradestation WS,"Heartbeat:46, Timestamp:2024-03-15T10:35:50Z"
2024-03-15 11:35:55,Tradestation WS,"Heartbeat:47, Timestamp:2024-03-15T10:35:55Z"
2024-03-15 11:36:00,Tradestation WS,"Heartbeat:48, Timestamp:2024-03-15T10:36:00Z"
2024-03-15 11:36:05,Tradestation WS,"Heartbeat:49, Timestamp:2024-03-15T10:36:05Z"
2024-03-15 11:36:10,Tradestation WS,"Heartbeat:50, Timestamp:2024-03-15T10:36:10Z"
2024-03-15 11:36:15,Tradestation WS,"Heartbeat:51, Timestamp:2024-03-15T10:36:15Z"
2024-03-15 11:36:20,Tradestation WS,"Heartbeat:52, Timestamp:2024-03-15T10:36:20Z"
2024-03-15 11:36:25,Tradestation WS,"Heartbeat:53, Timestamp:2024-03-15T10:36:25Z"
2024-03-15 11:36:30,Tradestation WS,"Heartbeat:54, Timestamp:2024-03-15T10:36:30Z"
2024-03-15 11:36:35,Tradestation WS,"Heartbeat:55, Timestamp:2024-03-15T10:36:35Z"
2024-03-15 11:36:40,Tradestation WS,"Heartbeat:56, Timestamp:2024-03-15T10:36:40Z"
2024-03-15 11:36:45,Tradestation WS,"Heartbeat:57, Timestamp:2024-03-15T10:36:45Z"
2024-03-15 11:36:54,Volumetrica WS,Connection Opened
2024-03-15 11:36:54,Volumetrica WS,"LoginMsg: {""success"": true}"
2024-03-15 11:36:54,Volumetrica WS,Pong: {}
2024-03-15 11:36:55,Tradestation WS,StreamStatus:EndSnapshot
2024-03-15 11:36:59,Volumetrica WS,Pong: {}
2024-03-15 11:37:00,Tradestation WS,"Heartbeat:1, Timestamp:2024-03-15T10:37:00Z"
2024-03-15 11:37:04,Volumetrica WS,Pong: {}
2024-03-15 11:37:05,Tradestation WS,"Heartbeat:2, Timestamp:2024-03-15T10:37:05Z"
2024-03-15 11:37:09,Volumetrica WS,Pong: {}
2024-03-15 11:37:10,Tradestation WS,"Heartbeat:3, Timestamp:2024-03-15T10:37:10Z"
2024-03-15 11:37:14,Volumetrica WS,Pong: {}
2024-03-15 11:37:15,Tradestation WS,"Heartbeat:4, Timestamp:2024-03-15T10:37:15Z"
2024-03-15 11:37:19,Volumetrica WS,Pong: {}
2024-03-15 11:37:20,Tradestation WS,"Heartbeat:5, Timestamp:2024-03-15T10:37:20Z"
2024-03-15 11:37:24,Volumetrica WS,Pong: {}
2024-03-15 11:37:25,Tradestation WS,"Heartbeat:6, Timestamp:2024-03-15T10:37:25Z"
2024-03-15 11:37:29,Volumetrica WS,Pong: {}
2024-03-15 11:37:30,Tradestation WS,"Heartbeat:7, Timestamp:2024-03-15T10:37:30Z"
2024-03-15 11:37:34,Volumetrica WS,Pong: {}
2024-03-15 11:37:35,Tradestation WS,"Heartbeat:8, Timestamp:2024-03-15T10:37:35Z"
2024-03-15 11:37:39,Volumetrica WS,Pong: {}
2024-03-15 11:37:40,Tradestation WS,"Heartbeat:9, Timestamp:2024-03-15T10:37:40Z"
2024-03-15 11:37:47,Volumetrica WS,Connection Opened
2024-03-15 11:37:47,Volumetrica WS,"LoginMsg: {""success"": true}"
2024-03-15 11:37:47,Volumetrica WS,Pong: {}
2024-03-15 11:37:47,Tradestation WS,StreamStatus:EndSnapshot
2024-03-15 11:37:52,Volumetrica WS,Pong: {}
2024-03-15 11:37:52,Tradestation WS,"Heartbeat:1, Timestamp:2024-03-15T10:37:52Z"
2024-03-15 11:37:57,Volumetrica WS,Pong: {}
2024-03-15 11:37:57,Tradestation WS,"Heartbeat:2, Timestamp:2024-03-15T10:37:57Z"
2024-03-15 11:38:02,Volumetrica WS,Pong: {}
2024-03-15 11:38:02,Tradestation WS,"Heartbeat:3, Timestamp:2024-03-15T10:38:02Z"
2024-03-15 11:38:07,Volumetrica WS,Pong: {}
2024-03-15 11:38:07,Tradestation WS,"Heartbeat:4, Timestamp:2024-03-15T10:38:07Z"
2024-03-15 11:38:12,Volumetrica WS,Pong: {}
2024-03-15 11:38:12,Tradestation WS,"Heartbeat:5, Timestamp:2024-03-15T10:38:12Z"
2024-03-15 11:38:17,Volumetrica WS,Pong: {}
2024-03-15 11:38:17,Tradestation WS,"Heartbeat:6, Timestamp:2024-03-15T10:38:17Z"
2024-03-15 11:38:22,Volumetrica WS,Pong: {}
2024-03-15 11:38:22,Tradestation WS,"Heartbeat:7, Timestamp:2024-03-15T10:38:22Z"
2024-03-15 11:38:27,Volumetrica WS,Pong: {}
2024-03-15 11:38:27,Tradestation WS,"Heartbeat:8, Timestamp:2024-03-15T10:38:27Z"
2024-03-15 11:38:32,Volumetrica WS,Pong: {}
2024-03-15 11:38:32,Tradestation WS,"Heartbeat:9, Timestamp:2024-03-15T10:38:32Z"
2024-03-15 11:38:37,Volumetrica WS,Pong: {}
2024-03-15 11:38:37,Tradestation WS,"Heartbeat:10, Timestamp:2024-03-15T10:38:37Z"
2024-03-15 11:38:42,Volumetrica WS,Pong: {}
2024-03-15 11:38:42,Tradestation WS,"Heartbeat:11, Timestamp:2024-03-15T10:38:42Z"
2024-03-15 11:38:47,Volumetrica WS,Pong: {}
2024-03-15 11:38:47,Tradestation WS,"Heartbeat:12, Timestamp:2024-03-15T10:38:47Z"
2024-03-15 11:38:52,Volumetrica WS,Pong: {}
2024-03-15 11:38:52,Tradestation WS,"Heartbeat:13, Timestamp:2024-03-15T10:38:52Z"
2024-03-15 11:38:57,Volumetrica WS,Pong: {}
2024-03-15 11:38:57,Tradestation WS,"Heartbeat:14, Timestamp:2024-03-15T10:38:57Z"
2024-03-15 11:39:02,Volumetrica WS,Pong: {}
2024-03-15 11:39:02,Tradestation WS,"Heartbeat:15, Timestamp:2024-03-15T10:39:02Z"
2024-03-15 11:39:07,Volumetrica WS,Pong: {}
2024-03-15 11:39:07,Tradestation WS,"Heartbeat:16, Timestamp:2024-03-15T10:39:07Z"
2024-03-15 11:39:12,Volumetrica WS,Pong: {}
2024-03-15 11:39:12,Tradestation WS,"Heartbeat:17, Timestamp:2024-03-15T10:39:12Z"
2024-03-15 11:39:17,Volumetrica WS,Pong: {}
2024-03-15 11:39:17,Tradestation WS,"Heartbeat:18, Timestamp:2024-03-15T10:39:17Z"
2024-03-15 11:39:22,Volumetrica WS,Pong: {}
2024-03-15 11:39:22,Tradestation WS,"Heartbeat:19, Timestamp:2024-03-15T10:39:22Z"
2024-03-15 11:39:27,Volumetrica WS,Pong: {}
