Time,ContractId,OpenPrice,DailyBought,DailySold,DailyPl,HasOpenPl,DailyCommissions,SnapType,AccNumber,FeedSymbol
2024-03-21 20:50:17.740292,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:18.793014,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:19.094860,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:19.599123,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:19.898199,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:20.396960,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:20.699911,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:21.198572,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:21.750327,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:22.251263,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:22.551678,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:23.053398,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:23.603841,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:24.105927,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:24.405856,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:24.907075,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:25.210299,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:25.710751,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:26.260884,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:26.761552,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:27.313476,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:27.864896,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:28.365884,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:28.917218,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:29.418416,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:29.974056,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:30.520790,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:31.023233,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:31.324305,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:31.824496,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:32.631069,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:33.177760,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:33.677371,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:34.229927,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:34.735122,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:35.282208,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:35.584068,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:36.083876,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:36.383054,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:37.186142,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:37.694854,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:37.991069,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:38.495750,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:39.041224,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:39.842469,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:40.350619,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:40.645041,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:41.148106,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:41.697923,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:42.198617,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:42.749767,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:43.302885,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:43.802775,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:44.608258,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:45.160460,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:45.664590,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:45.957114,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:46.758422,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:47.513341,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:47.814801,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:48.313669,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:48.613494,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:49.115716,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:50:49.415893,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:57:57.316463,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:57:57.667132,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:57:58.171716,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:57:58.474374,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:57:58.979157,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:57:59.278718,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:57:59.777889,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:00.331110,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:01.131217,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:01.632517,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:01.932734,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:02.439144,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:02.986695,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:03.486646,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:03.787735,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:04.289582,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:04.590167,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:05.091136,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:05.642881,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:06.444386,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:06.945530,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:07.250521,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:07.747269,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:08.298769,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:08.799767,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
2024-03-21 20:58:09.104063,9,18596.0,8,6,105.0,True,12.0,2,9,/NQM24:XCME
